"源节点ID","目标节点ID","关系类型","空间键","空间名称","证据","权重"
"page:103422771","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","2020传媒高企支撑材料","1"
"page:91621955","page:99327402","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 2020实习新员工申请提前返岗信息汇总","1"
"page:99327402","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","2020实习新员工申请提前返岗信息汇总","1"
"page:91621955","page:95162006","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 2020年7月份云桌面空间扩容申请","1"
"page:95162006","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","2020年7月份云桌面空间扩容申请","1"
"page:91621955","page:101417541","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 2020年国庆假期人员动向统计","1"
"page:101417541","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","2020年国庆假期人员动向统计","1"
"page:91621955","page:145065737","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 2021传媒高企软著申报","1"
"page:145065737","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","2021传媒高企软著申报","1"
"page:91621955","page:103416921","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 2021费用预估","1"
"page:103416921","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","2021费用预估","1"
"page:91621955","page:277781845","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 2025年 MTK芯片需求收集","1"
"page:277781845","topic:需求与功能","推断主题","DSWXXM","电视外销项目空间","2025年 MTK芯片需求收集","1"
"page:91621955","page:135430979","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 6886AU U3升级评估","1"
"page:135430979","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","6886AU U3升级评估","1"
"page:91621955","page:103420137","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / PLM账号个人地址信息更新点检表","1"
"page:103420137","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","PLM账号个人地址信息更新点检表","1"
"page:91621955","page:240776440","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / TVS出差话题收集(2024)","1"
"page:240776440","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","TVS出差话题收集(2024)","1"
"page:91621955","page:214292931","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / YouTube报备原型机信息","1"
"page:214292931","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","YouTube报备原型机信息","1"
"page:91621955","page:99323905","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 中美贸易战研发对策指南_外销软件排查","1"
"page:99323905","topic:规范与流程","推断主题","DSWXXM","电视外销项目空间","中美贸易战研发对策指南_外销软件排查","1"
"page:91621955","page:50137745","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 外销电视开发人员签证信息汇总","1"
"page:50137745","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","外销电视开发人员签证信息汇总","1"
"page:91621955","page:44630428","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 外销电视项目人力汇总","1"
"page:44630428","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","外销电视项目人力汇总","1"
"page:91621955","page:214285953","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 开发对谷歌商务的意见收集","1"
"page:214285953","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","开发对谷歌商务的意见收集","1"
"page:91621955","page:87167329","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 指导文章","1"
"page:87167329","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","指导文章","1"
"page:91621955","page:29852197","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 文件列表","1"
"page:29852197","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","文件列表","1"
"page:91621955","page:87173824","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 12、Others / 笔记","1"
"page:87173824","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","笔记","1"
"page:22053496","page:104797041","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 13、研发知识管理","1"
"page:104797041","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","13、研发知识管理","1"
"page:22053496","page:112825033","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 14、 第六党支部","1"
"page:112825033","topic:项目管理","推断主题","DSWXXM","电视外销项目空间","14、 第六党支部","1"
"page:112825033","page:113484440","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 14、 第六党支部 / 2021年 党支部工作计划","1"
"page:113484440","topic:版本与计划","推断主题","DSWXXM","电视外销项目空间","2021年 党支部工作计划","1"
"page:22053496","page:118232273","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 15、研发流程/SQA工作记录","1"
"page:118232273","topic:测试与验证","推断主题","DSWXXM","电视外销项目空间","15、研发流程/SQA工作记录","1"
"page:118232273","page:121834625","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 15、研发流程/SQA工作记录 / 1.SQA跟踪项目过程记录","1"
"page:121834625","topic:测试与验证","推断主题","DSWXXM","电视外销项目空间","1.SQA跟踪项目过程记录","1"
"page:118232273","page:201958948","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 15、研发流程/SQA工作记录 / 14、CMMI诊断-SQA","1"
"page:201958948","topic:测试与验证","推断主题","DSWXXM","电视外销项目空间","14、CMMI诊断-SQA","1"
"page:22053496","page:129075915","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design","1"
"page:129075915","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","16. VIDAA & REGZA Dual world design","1"
"page:129075915","page:131924170","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 00-a. Project environment","1"
"page:131924170","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","00-a. Project environment","1"
"page:129075915","page:129082841","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 00. Project management","1"
"page:129082841","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","00. Project management","1"
"page:129075915","page:129075932","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 01.VIDAA & REGZA  Communication mechanism--VIDAA:臧晓华","1"
"page:129075932","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","01.VIDAA & REGZA  Communication mechanism--VIDAA:臧晓华","1"
"page:129075915","page:129075963","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 02.Power ON/OFF and state control--VIDAA：孙立庆","1"
"page:129075963","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","02.Power ON/OFF and state control--VIDAA：孙立庆","1"
"page:129075915","page:129075974","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 03.Application  management--VIDAA:李明","1"
"page:129075974","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","03.Application  management--VIDAA:李明","1"
"page:129075915","page:129075979","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 04.System construction--VIDAA:徐建峰","1"
"page:129075979","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","04.System construction--VIDAA:徐建峰","1"
"page:129075915","page:129075993","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 05.Input--VIDAA:刘昕睿","1"
"page:129075993","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","05.Input--VIDAA:刘昕睿","1"
"page:129075915","page:129076018","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 06.Graphic plane design--VIDAA:王新志","1"
"page:129076018","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","06.Graphic plane design--VIDAA:王新志","1"
"page:129075915","page:129076024","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 07.Network(IPV6)----VIDAA:于渚","1"
"page:129076024","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","07.Network(IPV6)----VIDAA:于渚","1"
"page:129075915","page:129076028","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 08.Data seperation--VIDAA:刁磊","1"
"page:129076028","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","08.Data seperation--VIDAA:刁磊","1"
"page:129075915","page:129076036","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 09.System start sequence----VIDAA:孙立庆","1"
"page:129076036","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","09.System start sequence----VIDAA:孙立庆","1"
"page:129075915","page:129076041","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 10.UI(Setting)--VIDAA:郝云英","1"
"page:129076041","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","10.UI(Setting)--VIDAA:郝云英","1"
"page:129075915","page:129076044","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 11.Blutooth--VIDAA:姜晓胜","1"
"page:129076044","topic:设计与架构","推断主题","DSWXXM","电视外销项目空间","11.Blutooth--VIDAA:姜晓胜","1"
"page:129075915","page:129076047","包含目录","DSWXXM","电视外销项目空间","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 12.Video--VIDAA:曹圆圆","1"
