"Key","Name","Category","ProjectType","Lead","Url"
"MT9616AOSP","MT9616-AOSP","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9616AOSP"
"MT9618EUAUCOU7","MT9618_EUAUCO_U7","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618EUAUCOU7"
"MT9618EUAUCOU8","MT9618_EUAUCO_U8","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618EUAUCOU8"
"MT9618EUAUCOU9","MT9618_EUAUCO_U9","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618EUAUCOU9"
"MT9618JPBD","MT9618_JP_BD","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618JPBD"
"MT9618JPU7","MT9618_JP_U7","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618JPU7"
"MT9618JPU75","MT9618_JP_U75","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618JPU75"
"MT9618JPU8","MT9618_JP_U8","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618JPU8"
"MT9618JPU85HJ26","MT9618_JP_U85HJ26","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618JPU85HJ26"
"MT9618LOEWE","MT9618_Loewe","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618LOEWE"
"MT9618USGTV","MT9618_US_GTV","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618USGTV"
"MT9618USGTVU","MT9618_US_GTVU","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618USGTVU"
"MT9618VIDAALASER","MT9618_VIDAA_LASER","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618VIDAALASER"
"MT9618VIDAALASERU9","MT9618_VIDAA_LASERU9","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618VIDAALASERU9"
"MT9618WXSPXNCS","MT9618_外销数字电视射频性能自动化测试方案研究","MT9618平台","software",,"http://tvjira.hisense.com/projects/MT9618WXSPXNCS"
"MT9632BM66A","MT9632-商显BM66A","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9632BM66A"
"MT9638","MT9638","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9638"
"MT9638CZ","MT9638-车载","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9638CZ"
"MT9639","MT9639","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9639"
"MT9652","MT9652 ","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9652"
"MT9652LASER","MT9652-LASER","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9652LASER"
"MT9652S7F","MT9652-S7F","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9652S7F"
"MT9652TOSHIBA","MT9652-TOSHIBA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9652TOSHIBA"
"MT9652TOUCHROTATESJ","MT9652-触控旋转社交电视","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9652TOUCHROTATESJ"
"MT9652OLED","MT9652OLED","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9652OLED"
"MT9653","MT9653","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9653"
"MT9653LASER","MT9653-LASER","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9653LASER"
"MT9655","MT9655","MT9655平台","software",,"http://tvjira.hisense.com/projects/MT9655"
"MT9655FTV","MT9655-FTV-HAYWARD","MT9655平台","software",,"http://tvjira.hisense.com/projects/MT9655FTV"
"MT9655LASER","MT9655-LASER","MT9655平台","software",,"http://tvjira.hisense.com/projects/MT9655LASER"
"MT9655MICROLED","MT9655-MicroLED","MT9655平台","software",,"http://tvjira.hisense.com/projects/MT9655MICROLED"
"MT9655SX","MT9655-商显","MT9655平台","software",,"http://tvjira.hisense.com/projects/MT9655SX"
"MT9655AMGTV","MT9655_AM_GTV","MT9655平台","software",,"http://tvjira.hisense.com/projects/MT9655AMGTV"
"MT9655AMU9","MT9655_AM_U9","MT9655平台","software",,"http://tvjira.hisense.com/projects/MT9655AMU9"
"MT9655EUAUCOU9","MT9655_EUAUCO_U9","MT9655平台","software",,"http://tvjira.hisense.com/projects/MT9655EUAUCOU9"
"MT9655JPU9","MT9655_JP_U9","MT9655平台","software",,"http://tvjira.hisense.com/projects/MT9655JPU9"
"MT9655MONITOR","MT9655_MONITOR","MT9655平台","software",,"http://tvjira.hisense.com/projects/MT9655MONITOR"
"MT9666SXSZBP","MT9666-商显数字标牌DM66","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9666SXSZBP"
"MT9679","MT9679-商显","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9679"
"MT9900JP","MT9900-VIDAA-REGZA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9900JP"
"MT9900CI20","MT9900_CI_2.0","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9900CI20"
"MT9900EMANDROID","MT9900_EM_Android","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9900EMANDROID"
"MT9900EUU6LASER","MT9900_EU_U6_LASER","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9900EUU6LASER"
"MT9900EUAUU6","MT9900_EUAU_U6","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9900EUAUU6"
"MT9900JPU7","MT9900_JP_U7","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9900JPU7"
"MT9900RTD2851AEU","MT9900_RTD2851A_EU","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9900RTD2851AEU"
"MT9980EMANDROID","MT9980-EM-Android","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9980EMANDROID"
"MT9980JPANDROID","MT9980-JP-Android","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9980JPANDROID"
"MT5586SMARTCAST","MT_5586_Smartcast","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5586SMARTCAST"
"MTG520SX","MTG520-商显","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTG520SX"
"MTK5327YILIAO","MTK5327-医疗","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK5327YILIAO"
"MTK5329YILIAO","MTK5329-医疗","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK5329YILIAO"
"MTK5329N360FS","MTK5329-商显激光N360FS","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK5329N360FS"
"MTK5505H150Y","MTK5505-H150Y","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK5505H150Y"
"MTK5507HS266","MTK5507-商显HS266","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK5507HS266"
"K220","MTK5655-K220","MTK平台其他","software",,"http://tvjira.hisense.com/projects/K220"
"MTK5655PUSA","MTK5655P-USA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK5655PUSA"
"MTK5660AU","MTK5660-AU","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK5660AU"
"MTK5660INDIA","MTK5660-INDIA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK5660INDIA"
"MTK5660US","MTK5660-US","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK5660US"
"MTK668BX","MTK668冰箱","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK668BX"
"MTK8163BX","MTK8163冰箱 ","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK8163BX"
"MTK8175BX","MTK8365","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK8175BX"
"MTK9021","MTK9021","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK9021"
"MTK9216SA","MTK9216_SA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK9216SA"
"MTK9216US","MTK9216_US","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK9216US"
"MTK9602AUU52K4KOEM","MTK9602AUU5_2K4K_OEM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK9602AUU52K4KOEM"
"MTK9638SZSPXN","MTK9638数字射频性能自动化测试预研项目","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK9638SZSPXN"
"MTK9666SXDM66D","MTK9666-商显DM66D","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK9666SXDM66D"
"MTK9900SAGTV","MTK9900_SA_GTV","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK9900SAGTV"
"MTK9900USGTV","MTK9900_US_GTV","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK9900USGTV"
"MTK9900US","MTK9900US","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK9900US"
"MULTIHWAOSP","MULTIHWAOSP","Amlogic和Android平台","software",,"http://tvjira.hisense.com/projects/MULTIHWAOSP"
"N4","N4","其他","software",,"http://tvjira.hisense.com/projects/N4"
"NAMIBOX","NamiBox","其他","software",,"http://tvjira.hisense.com/projects/NAMIBOX"
"NOBLEXREMOTE","NEWSAN修改remotenow后台并且自己上传服务器","其他","software",,"http://tvjira.hisense.com/projects/NOBLEXREMOTE"
"NEXTTGEN","NextGen TV 播放器开发","产品项目","software",,"http://tvjira.hisense.com/projects/NEXTTGEN"
"NEXTGENTV2021","NextgenTV_2021_1","产品项目","software",,"http://tvjira.hisense.com/projects/NEXTGENTV2021"
"NFCCMCXTJSYJ","NFC一触镜像投屏技术研究","其他","software",,"http://tvjira.hisense.com/projects/NFCCMCXTJSYJ"
"NOTICE","Notice任务","其他","software",,"http://tvjira.hisense.com/projects/NOTICE"
"NOVA68412","Nova68412","其他","software",,"http://tvjira.hisense.com/projects/NOVA68412"
"NOVA72671DFVPCERT","Nova72671D-FVP-Cert","其他","software",,"http://tvjira.hisense.com/projects/NOVA72671DFVPCERT"
"NT68412YILIAO","NT68412-医疗","其他","software",,"http://tvjira.hisense.com/projects/NT68412YILIAO"
"NT72671","NT72671","其他","software",,"http://tvjira.hisense.com/projects/NT72671"
"NT72671D","NT72671D","其他","software",,"http://tvjira.hisense.com/projects/NT72671D"
"NT72671DAUU5","NT72671D_AU_U5","其他","software",,"http://tvjira.hisense.com/projects/NT72671DAUU5"
"NT72671DEUU5","NT72671D_EU_U5","其他","software",,"http://tvjira.hisense.com/projects/NT72671DEUU5"
"NT72671DEUU52K","NT72671D_EU_U5_2K","其他","software",,"http://tvjira.hisense.com/projects/NT72671DEUU52K"
"NT72671DEUU5LOEWE","NT72671D_EU_U5_Loewe","其他","software",,"http://tvjira.hisense.com/projects/NT72671DEUU5LOEWE"
"NT72671DEUAUU6","NT72671D_EUAU_U6","其他","software",,"http://tvjira.hisense.com/projects/NT72671DEUAUU6"
"NT72673","NT72673","其他","software",,"http://tvjira.hisense.com/projects/NT72673"
"NT72685","NT72685","其他","software",,"http://tvjira.hisense.com/projects/NT72685"
"NT72685LASER","NT72685-LASER","产品项目","software",,"http://tvjira.hisense.com/projects/NT72685LASER"
"NT72685TOSHIBA","NT72685-Toshiba","其他","software",,"http://tvjira.hisense.com/projects/NT72685TOSHIBA"
"NT72685SINGLE","NT72685单芯片","其他","software",,"http://tvjira.hisense.com/projects/NT72685SINGLE"
"NT726904KPRE","NT726904K先行开发项目","其他","software",,"http://tvjira.hisense.com/projects/NT726904KPRE"
"NT72690AMU8","NT72690_AM_U8","其他","software",,"http://tvjira.hisense.com/projects/NT72690AMU8"
"NT72690AMU9","NT72690_AM_U9","其他","software",,"http://tvjira.hisense.com/projects/NT72690AMU9"
"NT72690EUAUCOU7","NT72690_EUAUCO_U7","其他","software",,"http://tvjira.hisense.com/projects/NT72690EUAUCOU7"
"NT72690EUAUCOU8","NT72690_EUAUCO_U8","其他","software",,"http://tvjira.hisense.com/projects/NT72690EUAUCOU8"
"NT72690EUAUCOU9","NT72690_EUAUCO_U9","其他","software",,"http://tvjira.hisense.com/projects/NT72690EUAUCOU9"
"NT72690NASAU7","NT72690_NASA_U7","其他","software",,"http://tvjira.hisense.com/projects/NT72690NASAU7"
"NT72690NASAOEMU7","NT72690_NASAOEM_U7","产品项目","software",,"http://tvjira.hisense.com/projects/NT72690NASAOEMU7"
"NT72690NASAOEMU8","NT72690_NASAOEM_U8","产品项目","software",,"http://tvjira.hisense.com/projects/NT72690NASAOEMU8"
"NT72690WXSPXNCS","NT72690_外销数字电视射频性能自动化测试方案研究","其他","software",,"http://tvjira.hisense.com/projects/NT72690WXSPXNCS"
"NT72690EMU64K","NT72690EMU6_4K","其他","software",,"http://tvjira.hisense.com/projects/NT72690EMU64K"
"NT72690OEM","NT72690EUAUU7OEM","产品项目","software",,"http://tvjira.hisense.com/projects/NT72690OEM"
"NT72691","NT72691","其他","software",,"http://tvjira.hisense.com/projects/NT72691"
"OCMM","ODIN CORE MEMORY MANAGEMENT","工具流程管理","software",,"http://tvjira.hisense.com/projects/OCMM"
"GGLLYQKF","Odin_Adblock","其他","software",,"http://tvjira.hisense.com/projects/GGLLYQKF"
"ODINANDROID","odin_android","系统和OS平台","software",,"http://tvjira.hisense.com/projects/ODINANDROID"
"ODINOPAPP","Odin_OpApp","应用和多媒体","software",,"http://tvjira.hisense.com/projects/ODINOPAPP"
"ODINUPDATE2","ODIN_UPDATE_2","其他","software",,"http://tvjira.hisense.com/projects/ODINUPDATE2"
"ODINCOREV3","ODINCOREV3预研","其他","software",,"http://tvjira.hisense.com/projects/ODINCOREV3"
"ODINFVP2020","ODINFVP2020","其他","software",,"http://tvjira.hisense.com/projects/ODINFVP2020"
"ODINFVP2021","ODINFVP2021预研","其他","software",,"http://tvjira.hisense.com/projects/ODINFVP2021"
"ODINUNITTEST","OdinUnitTest","测试质量和自动化","software",,"http://tvjira.hisense.com/projects/ODINUNITTEST"
"ODINUPDATE","ODINUPDATE预研","其他","software",,"http://tvjira.hisense.com/projects/ODINUPDATE"
"ODINWEBXR","ODINWEBXR预研","其他","software",,"http://tvjira.hisense.com/projects/ODINWEBXR"
"ODINLIULANQIDEV","ODIN浏览器新功能开发","其他","software",,"http://tvjira.hisense.com/projects/ODINLIULANQIDEV"
"ODIN88STRIP","ODIN浏览器裁剪与优化","其他","software",,"http://tvjira.hisense.com/projects/ODIN88STRIP"
"OLEDSCREENCARE","OledScreenCare-1.0_CBB","其他","software",,"http://tvjira.hisense.com/projects/OLEDSCREENCARE"
"OM6621EM","OM6621EM","其他","software",,"http://tvjira.hisense.com/projects/OM6621EM"
"OSPERFORMIMPROVE","OS性能提升项目","其他","software",,"http://tvjira.hisense.com/projects/OSPERFORMIMPROVE"
"OSFPM","Oversea Factories Problems Management Project海外工厂问题管理项目","产品项目","software",,"http://tvjira.hisense.com/projects/OSFPM"
"P352913N1100E","P352913N1100E","其他","software",,"http://tvjira.hisense.com/projects/P352913N1100E"
"PANCAKE","pancake整机开发预研 ","其他","software",,"http://tvjira.hisense.com/projects/PANCAKE"
"PCMSHAREDCBB","PCMShared_CBB","其他","software",,"http://tvjira.hisense.com/projects/PCMSHAREDCBB"
"PLTESTINGTOOL","PLTestingTool","测试质量和自动化","software",,"http://tvjira.hisense.com/projects/PLTESTINGTOOL"
"PRICETAGCBB","PriceTag_CBB","其他","software",,"http://tvjira.hisense.com/projects/PRICETAGCBB"
"PVRHUITESTCASE","PVR_HUI_TestCase","测试质量和自动化","software",,"http://tvjira.hisense.com/projects/PVRHUITESTCASE"
"PX1900ES","PX1900ES","其他","software",,"http://tvjira.hisense.com/projects/PX1900ES"
"PX30","PX30","其他","software",,"http://tvjira.hisense.com/projects/PX30"
"PX520PLUS","PX520Plus","其他","software",,"http://tvjira.hisense.com/projects/PX520PLUS"
"PX530","PX530","其他","software",,"http://tvjira.hisense.com/projects/PX530"
"PX530PLUS","PX530 Plus","其他","software",,"http://tvjira.hisense.com/projects/PX530PLUS"
"PX690AL","PX690AL","其他","software",,"http://tvjira.hisense.com/projects/PX690AL"
"QQSPTH","QQ视频通话","其他","software",,"http://tvjira.hisense.com/projects/QQSPTH"
"RDT2786CGL35B5U","RDT2786-CG-商显L35B5U","其他","software",,"http://tvjira.hisense.com/projects/RDT2786CGL35B5U"
"REALTEK2821ROKU","Realtek2821_Roku","系统和OS平台","software",,"http://tvjira.hisense.com/projects/REALTEK2821ROKU"
"REALTEK2873ROKU","Realtek2873_Roku","系统和OS平台","software",,"http://tvjira.hisense.com/projects/REALTEK2873ROKU"
"REMOTEAPP","Remote app","应用和多媒体","software",,"http://tvjira.hisense.com/projects/REMOTEAPP"
"RK","RK","其他","software",,"http://tvjira.hisense.com/projects/RK"
"RK3229DONGLE","RK3229-商显dongle","其他","software",,"http://tvjira.hisense.com/projects/RK3229DONGLE"
"RK3308","RK3308","其他","software",,"http://tvjira.hisense.com/projects/RK3308"
"RK3318","RK3318","其他","software",,"http://tvjira.hisense.com/projects/RK3318"
"RK3566K3G","RK3566-K3G","其他","software",,"http://tvjira.hisense.com/projects/RK3566K3G"
"RK3566YJ","RK3566-YJ","其他","software",,"http://tvjira.hisense.com/projects/RK3566YJ"
"RK3568JDM","RK3568-JDM","其他","software",,"http://tvjira.hisense.com/projects/RK3568JDM"
"ROCKCHIPPX30","RockChipPX30","其他","software",,"http://tvjira.hisense.com/projects/ROCKCHIPPX30"
"ROKU","Roku project","系统和OS平台","software",,"http://tvjira.hisense.com/projects/ROKU"
"RT2841AGTV","RT2841A_GTV_ODM","系统和OS平台","software",,"http://tvjira.hisense.com/projects/RT2841AGTV"
"RT2851","RT2851","其他","software",,"http://tvjira.hisense.com/projects/RT2851"
"RTD2644DK20","RTD2644D-K20","其他","software",,"http://tvjira.hisense.com/projects/RTD2644DK20"
"RTD2719M","RTD2719M","其他","software",,"http://tvjira.hisense.com/projects/RTD2719M"
"RTDDS","RTD2851D-S","其他","software",,"http://tvjira.hisense.com/projects/RTDDS"
"RTD2851M","RTD2851M","其他","software",,"http://tvjira.hisense.com/projects/RTD2851M"
"RTK2816A","RTK2816A","其他","software",,"http://tvjira.hisense.com/projects/RTK2816A"
"RTKA624KO","RTKA624KO","其他","software",,"http://tvjira.hisense.com/projects/RTKA624KO"
"RTL8762D","RTL8762D","其他","software",,"http://tvjira.hisense.com/projects/RTL8762D"
"RTL8763ESE","RTL8763ESE","其他","software",,"http://tvjira.hisense.com/projects/RTL8763ESE"
"S1","S1","其他","software",,"http://tvjira.hisense.com/projects/S1"
"S5069203B","S506(9203B)","其他","software",,"http://tvjira.hisense.com/projects/S5069203B"
"SBOMPM","SBOM项目","其他","software",,"http://tvjira.hisense.com/projects/SBOMPM"
"SC51P03A04SC1G","SC51P03A04SC1G","其他","software",,"http://tvjira.hisense.com/projects/SC51P03A04SC1G"
"SH78VP5S01","SH-78VP5S(01)","其他","software",,"http://tvjira.hisense.com/projects/SH78VP5S01"
"SH77P1652A","SH77P1652A","其他","software",,"http://tvjira.hisense.com/projects/SH77P1652A"
"SITAUTOTEST","SIT自动化问题库","测试质量和自动化","software",,"http://tvjira.hisense.com/projects/SITAUTOTEST"
"SLD10","SLD10","其他","software",,"http://tvjira.hisense.com/projects/SLD10"
"SLD10XX","SLD10-新兴","其他","software",,"http://tvjira.hisense.com/projects/SLD10XX"
"SLD8","SLD8","其他","software",,"http://tvjira.hisense.com/projects/SLD8"
"SLEEPANIMATIONCBB","SleepAnimation_CBB","其他","software",,"http://tvjira.hisense.com/projects/SLEEPANIMATIONCBB"
"SOC","SOC实现LOCALDIMMING功能","其他","software",,"http://tvjira.hisense.com/projects/SOC"
"SOUNDBARSPA100","SOUNDBAR-SPA100","其他","software",,"http://tvjira.hisense.com/projects/SOUNDBARSPA100"
"SOUNDBARSPA300","SOUNDBAR-SPA300","其他","software",,"http://tvjira.hisense.com/projects/SOUNDBARSPA300"
"SOUNBARTVS","Soundbar东芝项目群","产品项目","software",,"http://tvjira.hisense.com/projects/SOUNBARTVS"
"ST9320YILIAO","ST9320-医疗","其他","software",,"http://tvjira.hisense.com/projects/ST9320YILIAO"
"SWRDCOVERITY","SWR&D coverity","其他","software",,"http://tvjira.hisense.com/projects/SWRDCOVERITY"
"SX6","SX6","其他","software",,"http://tvjira.hisense.com/projects/SX6"
"TESTFRAMEWORK","Test Framework","测试质量和自动化","software",,"http://tvjira.hisense.com/projects/TESTFRAMEWORK"
"TESTTE","Test TE Bug","测试质量和自动化","software",,"http://tvjira.hisense.com/projects/TESTTE"
"TESTIFYAGENT","Testify Agent项目","测试质量和自动化","software",,"http://tvjira.hisense.com/projects/TESTIFYAGENT"
"TESTYYS","test应用","测试质量和自动化","software",,"http://tvjira.hisense.com/projects/TESTYYS"
"TESTTV","test电视","测试质量和自动化","software",,"http://tvjira.hisense.com/projects/TESTTV"
"TLSR8275","TLSR8275","其他","software",,"http://tvjira.hisense.com/projects/TLSR8275"
"TVSIT","TV SIT漏测问题","产品项目","software",,"http://tvjira.hisense.com/projects/TVSIT"
"TV30","TV3.0-南美新一代电视广播技术研究","产品项目","software",,"http://tvjira.hisense.com/projects/TV30"
"TVFOOD","TvFoodManage_CBB","产品项目","software",,"http://tvjira.hisense.com/projects/TVFOOD"
"TVSPRESTUDY26","TVS_PreStudy2026_JP","产品项目","software",,"http://tvjira.hisense.com/projects/TVSPRESTUDY26"
"TVSPRE27","TVS_PreStudy2027_JP","产品项目","software",,"http://tvjira.hisense.com/projects/TVSPRE27"
"TVSPRESTUDY","TVSPRESTUDY_JP","产品项目","software",,"http://tvjira.hisense.com/projects/TVSPRESTUDY"
"TVSJSRKEQ","TVS技术融合二期","产品项目","software",,"http://tvjira.hisense.com/projects/TVSJSRKEQ"
"TVSRHJS","TVS融合技术项目","产品项目","software",,"http://tvjira.hisense.com/projects/TVSRHJS"
"TVSTDL","TV内销软件技术论证库","产品项目","software",,"http://tvjira.hisense.com/projects/TVSTDL"
"U69","U69","其他","software",,"http://tvjira.hisense.com/projects/U69"
"UPDATESERVICECBB","UpdateService_CBB","其他","software",,"http://tvjira.hisense.com/projects/UPDATESERVICECBB"
"UTS6710TX","UTS6710T-X","其他","software",,"http://tvjira.hisense.com/projects/UTS6710TX"
"V1","V1","其他","software",,"http://tvjira.hisense.com/projects/V1"
"V3","V3","其他","software",,"http://tvjira.hisense.com/projects/V3"
"V53EM","V53_EM","其他","software",,"http://tvjira.hisense.com/projects/V53EM"
"V56","V56","其他","software",,"http://tvjira.hisense.com/projects/V56"
"V56JINRUXIAN","V56金锐显方案","产品项目","software",,"http://tvjira.hisense.com/projects/V56JINRUXIAN"
"V59K370","V59-K370","其他","software",,"http://tvjira.hisense.com/projects/V59K370"
"V59EM","V59_EM","其他","software",,"http://tvjira.hisense.com/projects/V59EM"
"V6","V6","其他","software",,"http://tvjira.hisense.com/projects/V6"
"VBOZNZDXTJSYJ","VBO智能诊断系统技术研究","其他","software",,"http://tvjira.hisense.com/projects/VBOZNZDXTJSYJ"
"VIDAAAML","VIDAA AML","Amlogic和Android平台","software",,"http://tvjira.hisense.com/projects/VIDAAAML"
"VIDAAAPPS","VIDAA APPS","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAAPPS"
"VIDAACONTENT","VIDAA Cloud Content","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAACONTENT"
"VIDAADEVICECAP","VIDAA Cloud Device Capability","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAADEVICECAP"
"VIDAAMIDDLEWARE","VIDAA Cloud Middleware","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAMIDDLEWARE"
"VIDAAVOICE","VIDAA Cloud Voice","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAVOICE"
"VIDAACSPAPP","VIDAA CSP","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAACSPAPP"
"VIDAAIPKUPDATE","VIDAA IPK升级项目","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAIPKUPDATE"
"VIDAAODMAPP","VIDAA ODMAPP","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAODMAPP"
"VIDAAOEMMHWZ","VIDAA OEM门户网站项目","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAOEMMHWZ"
"VIDAAPAY","VIDAA PAY","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAPAY"
"VIDAARESEARCH","VIDAA Research","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAARESEARCH"
"VIDAASYSTEM","VIDAA System","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAASYSTEM"
"EUXSCPK","VIDAA U4市场反馈问题库","系统和OS平台","software",,"http://tvjira.hisense.com/projects/EUXSCPK"
"VIDAAWEBAPP","VIDAA WEBAPP","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAWEBAPP"
"VIDAAPORTAL","VIDAA 外售OEM新建Portal系统","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAPORTAL"
"VMFTE","VIDAA-MFTE","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VMFTE"
"VIDAA9618ATSCGBYW","VIDAA_9618_ATSC3.0广播业务","MT9618平台","software",,"http://tvjira.hisense.com/projects/VIDAA9618ATSCGBYW"
"VIDAAALEXAVOICEAP","VIDAA_ALEXA_VOICE_APL","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAALEXAVOICEAP"
"VIDAAATSC3IC","VIDAA_ATSC3.0_InteractiveContent","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAATSC3IC"
"YYVIDAAATSC3","vidaa_atsc3预研项目","系统和OS平台","software",,"http://tvjira.hisense.com/projects/YYVIDAAATSC3"
"VIDAACBB","VIDAA_CBB","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAACBB"
"VIDAAPROJECT","VIDAA_Project","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAPROJECT"
"VIDAATSRECORD","VIDAA_TSRecord","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAATSRECORD"
"VIDAACHAPP","VIDAACHAPP","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAACHAPP"
"VIDAADEV","VIDAADEV","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAADEV"
"VIDAAOSMEDIA","VIDAAOS-MEDIA","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAOSMEDIA"
"VIDAATEST","VIDAATEST","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAATEST"
"VIDAAYPTTYQX","VIDAA云平台统一权限管理系统","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAYPTTYQX"
"VIDAAOTAYY","VIDAA全双通道ota研究与应用预研","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAOTAYY"
"VIDAA","VIDAA助手","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAA"
"VIDAAASSISTANT","VIDAA助手_CBB","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAASSISTANT"
"VIDAAMIDEA","VIDAA多媒体架构重构及自研播放器","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAMIDEA"
"VIDAACP","VIDAA媒体测评问题库","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAACP"
"VIDAAIOTKJJS","VIDAA平台IOT框架建设","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAIOTKJJS"
"VIDAAPRIMEVIDEO","VIDAA平台Prime Video自研方案研究","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAPRIMEVIDEO"
"VIDAAMEMORY","VIDAA平台内存优化","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VIDAAMEMORY"
"HMPLAYER","VIDAA平台统一浏览器的流媒体播放接口","系统和OS平台","software",,"http://tvjira.hisense.com/projects/HMPLAYER"
"VE","VIDAA平台通用化与性能提升预研","系统和OS平台","software",,"http://tvjira.hisense.com/projects/VE"
