"Key","Name","Category","ProjectType","Lead","Url"
"MSD6683EMANDROID","MSD6683-EM_Android","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSD6683EMANDROID"
"MSD6683EXT","MSD6683-EXT","其他","software",,"http://tvjira.hisense.com/projects/MSD6683EXT"
"MSD6683SA","MSD6683-SA","其他","software",,"http://tvjira.hisense.com/projects/MSD6683SA"
"MSD6683US","MSD6683-US","其他","software",,"http://tvjira.hisense.com/projects/MSD6683US"
"MSD6683EMOSVR","MSD6683_EM_OSV_R","其他","software",,"http://tvjira.hisense.com/projects/MSD6683EMOSVR"
"MSD6683EUOSVR","MSD6683_EU_OSV_R","其他","software",,"http://tvjira.hisense.com/projects/MSD6683EUOSVR"
"MSD6683NAOSVR","MSD6683_NA_OSV_R","其他","software",,"http://tvjira.hisense.com/projects/MSD6683NAOSVR"
"MSD6683SAOSVR","MSD6683_SA_OSV_R","其他","software",,"http://tvjira.hisense.com/projects/MSD6683SAOSVR"
"MSD6683USR","MSD6683_US_AndroidR","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSD6683USR"
"MSD6886EMANDROID","MSD6886-EM_Android","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSD6886EMANDROID"
"MSD6886EUANDROID","MSD6886-EU_Android","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSD6886EUANDROID"
"MSD6886SAR","MSD6886-SA_Android","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSD6886SAR"
"MSD6886TWANDROID","MSD6886-TW_Android","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSD6886TWANDROID"
"MSD6886AU","MSD6886_AU","其他","software",,"http://tvjira.hisense.com/projects/MSD6886AU"
"MSD6886AUU4","MSD6886_AUU4","其他","software",,"http://tvjira.hisense.com/projects/MSD6886AUU4"
"MSD6886CO","MSD6886_CO","其他","software",,"http://tvjira.hisense.com/projects/MSD6886CO"
"MSD6886EU","MSD6886_EU","其他","software",,"http://tvjira.hisense.com/projects/MSD6886EU"
"MSD6886EUU4","MSD6886_EUU4","其他","software",,"http://tvjira.hisense.com/projects/MSD6886EUU4"
"MSD6886NA","MSD6886_NA","其他","software",,"http://tvjira.hisense.com/projects/MSD6886NA"
"MSD6886SAANDROIDR","MSD6886_SA_AndroidR","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSD6886SAANDROIDR"
"MSD6886TSB","MSD6886_TSB","其他","software",,"http://tvjira.hisense.com/projects/MSD6886TSB"
"MSD6886US","MSD6886_US","其他","software",,"http://tvjira.hisense.com/projects/MSD6886US"
"MSD6886USR","MSD6886_US_AndroidR","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSD6886USR"
"MSD6886VIDAAU4L","MSD6886_VIDAA_U4_Laser","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSD6886VIDAAU4L"
"MSD6886AUU4CVTE","MSD6886AUU4_CVTE","其他","software",,"http://tvjira.hisense.com/projects/MSD6886AUU4CVTE"
"MSD6886DBTW","MSD6886DB_台湾","其他","software",,"http://tvjira.hisense.com/projects/MSD6886DBTW"
"MSD6886EMR","MSD6886EMR","其他","software",,"http://tvjira.hisense.com/projects/MSD6886EMR"
"MSD6886EUU4CVTE","MSD6886EUU4_CVTE","其他","software",,"http://tvjira.hisense.com/projects/MSD6886EUU4CVTE"
"MSD6886U4CO","MSD6886U4-CO","其他","software",,"http://tvjira.hisense.com/projects/MSD6886U4CO"
"MSD6A346","MSD6A346","其他","software",,"http://tvjira.hisense.com/projects/MSD6A346"
"MSD6A348","MSD6A348","其他","software",,"http://tvjira.hisense.com/projects/MSD6A348"
"MSD6A628G186","MSD6A628-商显G186","其他","software",,"http://tvjira.hisense.com/projects/MSD6A628G186"
"MSD6A628G288","MSD6A628-商显G288","其他","software",,"http://tvjira.hisense.com/projects/MSD6A628G288"
"MSD6A628W20","MSD6A628-商显W20","其他","software",,"http://tvjira.hisense.com/projects/MSD6A628W20"
"CS400CK350","MSD6A628A-CS400C&K350","其他","software",,"http://tvjira.hisense.com/projects/CS400CK350"
"MSD6A628BEC290","MSD6A628B-EC290","其他","software",,"http://tvjira.hisense.com/projects/MSD6A628BEC290"
"MSD6A628BYILIAO","MSD6A628B-医疗","其他","software",,"http://tvjira.hisense.com/projects/MSD6A628BYILIAO"
"MSD6A628BL05","MSD6A628B-商显L05","其他","software",,"http://tvjira.hisense.com/projects/MSD6A628BL05"
"MSD6A648","MSD6A648","其他","software",,"http://tvjira.hisense.com/projects/MSD6A648"
"MSD6A648VIDDA6","MSD6A648-VIDDA6","其他","software",,"http://tvjira.hisense.com/projects/MSD6A648VIDDA6"
"MSD6A648TH","MSD6A648-松下","其他","software",,"http://tvjira.hisense.com/projects/MSD6A648TH"
"MSD6A826","MSD6A826","其他","software",,"http://tvjira.hisense.com/projects/MSD6A826"
"MSD6A826G200A","MSD6A826-商显G200A","其他","software",,"http://tvjira.hisense.com/projects/MSD6A826G200A"
"MSD6A826HS268","MSD6A826-商显HS268","其他","software",,"http://tvjira.hisense.com/projects/MSD6A826HS268"
"MSD6A826W1000","MSD6A826-商显W1000","其他","software",,"http://tvjira.hisense.com/projects/MSD6A826W1000"
"MSD6A826W20","MSD6A826-商显W20","其他","software",,"http://tvjira.hisense.com/projects/MSD6A826W20"
"MSD6A826W60","MSD6A826-商显W60","其他","software",,"http://tvjira.hisense.com/projects/MSD6A826W60"
"MSD6A826XF","MSD6A826-商显信发","其他","software",,"http://tvjira.hisense.com/projects/MSD6A826XF"
"MSD6A826BOX","MSD6A826-商显盒子","其他","software",,"http://tvjira.hisense.com/projects/MSD6A826BOX"
"MSD6A828","MSD6A828","其他","software",,"http://tvjira.hisense.com/projects/MSD6A828"
"MSD6A838","MSD6A838","其他","software",,"http://tvjira.hisense.com/projects/MSD6A838"
"MSD6A838LASER","MSD6A838-LASER","产品项目","software",,"http://tvjira.hisense.com/projects/MSD6A838LASER"
"MSD6A838LASERDESK","MSD6A838-LaserDesk","产品项目","software",,"http://tvjira.hisense.com/projects/MSD6A838LASERDESK"
"MSD6A838VIDDA55","MSD6A838-VIDDA5.5","其他","software",,"http://tvjira.hisense.com/projects/MSD6A838VIDDA55"
"MSD6A838VIDDA6","MSD6A838-VIDDA6","其他","software",,"http://tvjira.hisense.com/projects/MSD6A838VIDDA6"
"MSD6A838DZJG","MSD6A838-东芝激光","其他","software",,"http://tvjira.hisense.com/projects/MSD6A838DZJG"
"MSD6A848","MSD6A848","其他","software",,"http://tvjira.hisense.com/projects/MSD6A848"
"MSD6A848AIPQ","MSD6A848-AIPQ","AI和画质算法","software",,"http://tvjira.hisense.com/projects/MSD6A848AIPQ"
"MSD6A848TH","MSD6A848-松下","其他","software",,"http://tvjira.hisense.com/projects/MSD6A848TH"
"MSD6A916K560","MSD6A916-K560","其他","software",,"http://tvjira.hisense.com/projects/MSD6A916K560"
"MSD6A918EC590","MSD6A918-EC590","其他","software",,"http://tvjira.hisense.com/projects/MSD6A918EC590"
"MSD6A918K320","MSD6A918-K320","其他","software",,"http://tvjira.hisense.com/projects/MSD6A918K320"
"MSD6A918B300A","MSD6A918-商显B300A","其他","software",,"http://tvjira.hisense.com/projects/MSD6A918B300A"
"MSD6A918G200","MSD6A918-商显G200","其他","software",,"http://tvjira.hisense.com/projects/MSD6A918G200"
"MSD6A918G288","MSD6A918-商显G288","其他","software",,"http://tvjira.hisense.com/projects/MSD6A918G288"
"MSD6A918W20","MSD6A918-商显W20","其他","software",,"http://tvjira.hisense.com/projects/MSD6A918W20"
"MSD6A918W60","MSD6A918-商显W60","其他","software",,"http://tvjira.hisense.com/projects/MSD6A918W60"
"MSD6A918TH","MSD6A918-松下","其他","software",,"http://tvjira.hisense.com/projects/MSD6A918TH"
"MSD6A938","MSD6A938","其他","software",,"http://tvjira.hisense.com/projects/MSD6A938"
"MSD6A938LASER","MSD6A938-LASER","产品项目","software",,"http://tvjira.hisense.com/projects/MSD6A938LASER"
"MSD6A938S9","MSD6A938-S9","其他","software",,"http://tvjira.hisense.com/projects/MSD6A938S9"
"MSD6A938V1UC","MSD6A938-V1UC","其他","software",,"http://tvjira.hisense.com/projects/MSD6A938V1UC"
"MSD6A938VIDDA5","MSD6A938-VIDDA5","其他","software",,"http://tvjira.hisense.com/projects/MSD6A938VIDDA5"
"MSD6A938VIDDA55","MSD6A938-VIDDA5.5","其他","software",,"http://tvjira.hisense.com/projects/MSD6A938VIDDA55"
"MSD938XT920U","MSD6A938-XT920U","其他","software",,"http://tvjira.hisense.com/projects/MSD938XT920U"
"MSD6A938TH","MSD6A938-松下","其他","software",,"http://tvjira.hisense.com/projects/MSD6A938TH"
"MSD6I880","MSD6i880","其他","software",,"http://tvjira.hisense.com/projects/MSD6I880"
"MSD6I982L05","MSD6I982-商显L05","其他","software",,"http://tvjira.hisense.com/projects/MSD6I982L05"
"MSD826YILIAO","MSD826-医疗","其他","software",,"http://tvjira.hisense.com/projects/MSD826YILIAO"
"MSD8488JPAL","MSD8488JP_AL","其他","software",,"http://tvjira.hisense.com/projects/MSD8488JPAL"
"MSD95VDH01","MSD95VDH01","其他","software",,"http://tvjira.hisense.com/projects/MSD95VDH01"
"MSD9688JP","MSD9688-JP","其他","software",,"http://tvjira.hisense.com/projects/MSD9688JP"
"MSD9688TOSHIBA","MSD9688-TOSHIBA","其他","software",,"http://tvjira.hisense.com/projects/MSD9688TOSHIBA"
"MSD9688TOSHIBABDR","MSD9688-TOSHIBA-BDR","其他","software",,"http://tvjira.hisense.com/projects/MSD9688TOSHIBABDR"
"MSDFRX1603ROKU","MSDFRX1603_roku","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSDFRX1603ROKU"
"MSDUAUV705FIRETV","MSDUAUV705-FIRETV","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSDUAUV705FIRETV"
"MSDURN1801TROKU","MSDURN1801T_roku","系统和OS平台","software",,"http://tvjira.hisense.com/projects/MSDURN1801TROKU"
"MSGCOLLECTER","MsgCollecter","其他","software",,"http://tvjira.hisense.com/projects/MSGCOLLECTER"
"MST6180","MST6180","其他","software",,"http://tvjira.hisense.com/projects/MST6180"
"MST6180B300","MST6180-商显B300","其他","software",,"http://tvjira.hisense.com/projects/MST6180B300"
"MST6180B300A","MST6180-地铁B300A","其他","software",,"http://tvjira.hisense.com/projects/MST6180B300A"
"MSTK220","MST6A628B-K220","其他","software",,"http://tvjira.hisense.com/projects/MSTK220"
"MST6A628BL06","MST6A628B-商显L06","其他","software",,"http://tvjira.hisense.com/projects/MST6A628BL06"
"MST9U01YILIAO","MST9U01-医疗","其他","software",,"http://tvjira.hisense.com/projects/MST9U01YILIAO"
"MSTT1JP","MSTT1-JP","其他","software",,"http://tvjira.hisense.com/projects/MSTT1JP"
"MSWESHARECBB","MsWeShareCBB ","其他","software",,"http://tvjira.hisense.com/projects/MSWESHARECBB"
"MT5327K370HK","MT5327-K370HK","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5327K370HK"
"MT5327LASERTV","MT5327-LaserTV","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5327LASERTV"
"MT53297900A","MT5329-7900A","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT53297900A"
"XT910","MT5329-XT910","MTK平台其他","software",,"http://tvjira.hisense.com/projects/XT910"
"MT5505K370","MT5505-K370","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5505K370"
"MT5505L288","MT5505-L288","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5505L288"
"MT5507","MT5507","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5507"
"MT5507HOTEL","MT5507酒店机","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5507HOTEL"
"K690U","MT5508-K690U","MTK平台其他","software",,"http://tvjira.hisense.com/projects/K690U"
"K720U","MT5508-K720U","MTK平台其他","software",,"http://tvjira.hisense.com/projects/K720U"
"MT5651K220","MT5651-K220","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5651K220"
"MT5651US","MT5651_US","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5651US"
"K380","MT5652NHOI-K380","MTK平台其他","software",,"http://tvjira.hisense.com/projects/K380"
"MT5653AU","MT5653-AU","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5653AU"
"MT5653NPDJ","MT5653NPDJ ","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5653NPDJ"
"MT5655CO","MT5655-CO","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5655CO"
"MT5655EM","MT5655-EM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5655EM"
"MT5655EU","MT5655-EU","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5655EU"
"MT5655SA","MT5655-SA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5655SA"
"MT5655SHARPB2BUS","MT5655_SHARP_B2B_USA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5655SHARPB2BUS"
"MT5655SHARPSA","MT5655_SHARP_SA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5655SHARPSA"
"MT5655SHARPUSA","MT5655_SHARP_USA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5655SHARPUSA"
"MT5655VLUSA","MT5655_VidaaLite2.0_USA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5655VLUSA"
"MT5655EPDJ","MT5655EPDJ","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5655EPDJ"
"MT5657OEMUSA","MT5657_OEM_USA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5657OEMUSA"
"MT5657SHARPB2BUS","MT5657_SHARP_B2B_USA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5657SHARPB2BUS"
"MT5657SHARPSA","MT5657_SHARP_SA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5657SHARPSA"
"MT5657SHARPUSA","MT5657_SHARP_USA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5657SHARPUSA"
"MT5657VL2EM","MT5657_Vidaalite2.0_EM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5657VL2EM"
"MT5657VL2EU","MT5657_Vidaalite2.0_EU","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5657VL2EU"
"MT5657VLUSA","MT5657_VidaaLite2.0_USA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5657VLUSA"
"K321","MT5657B-K321","MTK平台其他","software",,"http://tvjira.hisense.com/projects/K321"
"MT5658LASER","MT5658-LASER","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658LASER"
"MT5658LASEREU","MT5658-LASER_EU","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658LASEREU"
"MT5658SA","MT5658-SA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658SA"
"MT5658USOTT","MT5658-US-OTT预研项目","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658USOTT"
"MT5658EM","MT5658_EM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658EM"
"MT5658EMU25","MT5658_EM_U2.5","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658EMU25"
"MT5658EU","MT5658_EU","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658EU"
"MT5658EUFVP","MT5658_EU_FVP","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658EUFVP"
"MT5658EUU25","MT5658_EU_U2.5","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658EUU25"
"MT5658SAU25","MT5658_SA_U2.5","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658SAU25"
"MT5658SHARPU2","MT5658_SHARP_U2","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658SHARPU2"
"MT5658US","MT5658_US","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658US"
"MT5658USU25","MT5658_US_U2.5","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658USU25"
"MT5658USATTS","MT5658_USA_TTS_2017","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5658USATTS"
"MT5659CO","MT5659_CO","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5659CO"
"MT5659EM","MT5659_EM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5659EM"
"MT5659EU","MT5659_EU","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5659EU"
"MT5659SA","MT5659_SA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5659SA"
"MT5659US","MT5659_US","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5659US"
"MT5660EM","MT5660-EM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5660EM"
"MT5660EMP","MT5660-EM-AndroidP","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5660EMP"
"MT5660HK","MT5660-HK","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5660HK"
"MT5660TW","MT5660-TW","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5660TW"
"MT5660USLASER","MT5660_US_Laser","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5660USLASER"
"MT5660USP","MT5660USP","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT5660USP"
"MT8195CKXZZHP","MT8195-触控旋转智慧屏","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT8195CKXZZHP"
"MT8195CKXZZHPWX","MT8195-触控旋转智慧屏-外销","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT8195CKXZZHPWX"
"MT8518","MT8518","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT8518"
"MT9010ROKU4K","MT9010_Roku4K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9010ROKU4K"
"MT9016ROKU4K","MT9016_ROKU4K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9016ROKU4K"
"MT9020IAATTCAM","MT9020IAATTC_AM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9020IAATTCAM"
"MT9025US","MT9025US","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9025US"
"MT9026P2K","MT9026P_2K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9026P2K"
"MT9026US","MT9026US","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9026US"
"MT921620R2U","MT9216_2.0_R2U","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT921620R2U"
"MT921630R2U","MT9216_3.0_R2U","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT921630R2U"
"MT9216EM","MT9216_EM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9216EM"
"MT9216EU","MT9216_EU","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9216EU"
"MT9216GTVEM","MT9216_GTV_EM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9216GTVEM"
"MT9216GTVHK","MT9216_GTV_HK","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9216GTVHK"
"MT9216GTVSA","MT9216_GTV_SA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9216GTVSA"
"MT9216GTVUS","MT9216_GTV_US","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9216GTVUS"
"MT9216GTV","MT9216GTV","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9216GTV"
"MT9216GTVR50","MT9216GTV_R50","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9216GTVR50"
"MT9219FTV","MT9219FTV","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9219FTV"
"MT9255","MT9255","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9255"
"MT9602SA","MT9602-SA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602SA"
"MT9602AUU5OEM","MT9602_AU_U5_OEM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602AUU5OEM"
"MT9602AUU6","MT9602_AU_U6","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602AUU6"
"MT9602EUU6","MT9602_EU_U6","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602EUU6"
"MT9602EUU6VIRGO","MT9602_EU_U6_Virgo","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602EUU6VIRGO"
"MT9602EUAUNASAU8","MT9602_EUAUNASA_U8","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602EUAUNASAU8"
"MT9602EUAUNASACOU9","MT9602_EUAUNASACO_U9","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602EUAUNASACOU9"
"MT9602JPGTV","MT9602_JP_GTV","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602JPGTV"
"MT9602NAU6","MT9602_NA_U6","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602NAU6"
"MT9602OEMSQY","MT9602_OEM_SQY","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602OEMSQY"
"MT9602SAU42","MT9602_SA_U42","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602SAU42"
"MT9602SAU5","MT9602_SA_U5","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602SAU5"
"MT9602SAU5VIDAAOEM","MT9602_SA_U5_VIDAAOEM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602SAU5VIDAAOEM"
"MT9602SAU6","MT9602_SA_U6","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602SAU6"
"MT9602U7","MT9602_U7","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602U7"
"MT9602AUU42K","MT9602AUU4_2K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602AUU42K"
"MT9602AUU44K","MT9602AUU4_4K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602AUU44K"
"MT9602AUU4CVTE","MT9602AUU4_CVTE","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602AUU4CVTE"
"MTK9602AUU52K","MT9602AUU5_2K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MTK9602AUU52K"
"MT9602AUU54K","MT9602AUU5_4K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602AUU54K"
"MT9602COU42K","MT9602COU4_2K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602COU42K"
"MT9602COU4CVTE","MT9602COU4_CVTE","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602COU4CVTE"
"MT9602COU54K","MT9602COU5_4K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602COU54K"
"MT9602EUAUU6OEM","MT9602EUAU_U6_OEM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602EUAUU6OEM"
"MT9602EUU42K","MT9602EUU4_2K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602EUU42K"
"MT9602EUU54K","MT9602EUU5_4K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602EUU54K"
"MT9602NASAU6VIDAAOEM","MT9602NASAU6_VIDAAOEM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602NASAU6VIDAAOEM"
"MT9602NASAU8VIDAAOEM","MT9602NASAU8_VIDAAOEM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602NASAU8VIDAAOEM"
"MT9602NAU42K","MT9602NAU4-2K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602NAU42K"
"MT9602NAU44K","MT9602NAU4-4K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602NAU44K"
"MT9602NAU4CULTRAVIEW","MT9602NAU4_CULTRAVIEW","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602NAU4CULTRAVIEW"
"MT9602NAU4CVTE","MT9602NAU4_CVTE","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602NAU4CVTE"
"MT9602NAU5","MT9602NAU5","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602NAU5"
"MT9602NAU5VIDAAOEM","MT9602NAU5_VIDAAOEM","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602NAU5VIDAAOEM"
"MT9602NAU5L","MT9602NAU5L","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602NAU5L"
"MT9602SAU4CULTRAVIEW","MT9602SAU4_CULTRAVIEW","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602SAU4CULTRAVIEW"
"MT9602SAU4CVTE","MT9602SAU4_CVTE","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9602SAU4CVTE"
"MT9603","MT9603","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603"
"MT9603AMU7","MT9603_AM_U7","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603AMU7"
"MT9603AMU8","MT9603_AM_U8","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603AMU8"
"MZDTVTYXYZ","MT9603_AM_U8_AddDVB","MT9603平台","software",,"http://tvjira.hisense.com/projects/MZDTVTYXYZ"
"MT9603AMU9","MT9603_AM_U9","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603AMU9"
"MT9603EUAUCOU7","MT9603_EUAUCO_U7","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603EUAUCOU7"
"MT9603EUAUCOU8","MT9603_EUAUCO_U8","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603EUAUCOU8"
"MT9603EUAUCOU9","MT9603_EUAUCO_U9","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603EUAUCOU9"
"MT9603GLOBU9P","MT9603_Global_U9Projector","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603GLOBU9P"
"MT9603GTV","MT9603_GTV","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603GTV"
"MT9603JPU7","MT9603_JP_U7","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603JPU7"
"MT9603JPU85","MT9603_JP_U85","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603JPU85"
"MT9603JPU95","MT9603_JP_U95","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603JPU95"
"MT9603EUAUU7OEM","MT9603EUAUU7OEM","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603EUAUU7OEM"
"MT9603FTV","MT9603FTV","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603FTV"
"MT9603GTVCVTE","MT9603GTVCVTE","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603GTVCVTE"
"MT9603JPFNTV","MT9603JPFNTV","MT9603平台","software",,"http://tvjira.hisense.com/projects/MT9603JPFNTV"
"MT9612EMR","MT9612EMR_GTV","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9612EMR"
"MT9612GTVNAR2U","MT9612GTV_NA_R2U","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9612GTVNAR2U"
"MT9612SA","MT9612SA_GTV","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9612SA"
"MT9612US","MT9612US_GTV","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9612US"
"MT9613HISENSE","MT9613-HISENSE","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9613HISENSE"
"MT9613HISENSE2K","MT9613-HISENSE-2K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9613HISENSE2K"
"MT9613TOSHIBA","MT9613-TOSHIBA","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9613TOSHIBA"
"MT9613TOSHIBA2K","MT9613-TOSHIBA-2K","MTK平台其他","software",,"http://tvjira.hisense.com/projects/MT9613TOSHIBA2K"
