"Id","Name","Custom","Orderable","Searchable","ClauseNames","SchemaType","SchemaCustom"
"customfield_11135","来源产品模块","True","True","True","cf[11135]|来源产品模块","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_16701","Defer计划解决日期","True","True","True","cf[16701]|Defer计划解决日期","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_11136","问题联系人","True","True","True","cf[11136]|问题联系人","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_16700","对标分析","True","True","True","cf[16700]|对标分析","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_11137","需求分类及强烈程度和发生频率","True","True","True","cf[11137]|需求分类及强烈程度和发生频率","option-with-child","com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect"
"customfield_11127","不符合项描述","True","True","True","cf[11127]|不符合项描述","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_25000","关闭子流水线记录ID","True","True","True","cf[25000]|关闭子流水线记录ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_25001","子流水线记录ID","True","True","True","cf[25001]|子流水线记录ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"progress","进度","False","False","False","progress","progress",
"customfield_27300","评审物地址-1","True","True","True","cf[27300]|评审物地址-1","string","com.atlassian.jira.plugin.system.customfieldtypes:url"
"customfield_23100","是否紧急问题","True","True","True","cf[23100]|是否紧急问题","option","com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons"
"customfield_10150","软件过程","True","True","True","cf[10150]|软件过程","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10151","交付物","True","True","True","cf[10151]|交付物","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"project","项目","False","False","True","project","project",
"customfield_10031","Reopen Number","True","True","True","cf[10031]|Reopen Number","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"customfield_10152","违反规程","True","True","True","cf[10152]|违反规程","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_13300","Model #","True","True","True","cf[13300]|Model #","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_11121","审核意见","True","True","True","cf[11121]|审核意见","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10032","措施类别","True","True","True","cf[10032]|措施类别","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10153","纠正措施","True","True","True","cf[10153]|纠正措施","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10033","Progress Indicator","True","True","True","cf[10033]|Progress Indicator","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"customfield_11122","审批意见","True","True","True","cf[11122]|审批意见","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_13302","Serial number","True","True","True","cf[13302]|Serial number","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10034","实际解决日期","True","True","True","cf[10034]|实际解决日期","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_11002","计划解决时间Plannning time of solving","True","True","True","cf[11002]|计划解决时间Plannning time of solving","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_13301","Service code","True","True","True","cf[13301]|Service code","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10035","专业意见","True","True","True","cf[10035]|专业意见","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_11003","低级缺陷","True","True","True","cf[11003]|低级缺陷","option-with-child","com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect"
"customfield_15600","产品经理","True","True","True","cf[15600]|产品经理","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"customfield_17900","是否需要补充自动化用例","True","True","True","cf[17900]|是否需要补充自动化用例","option","com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons"
"customfield_10157","问题严重性","True","True","True","cf[10157]|问题严重性","option-with-child","com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect"
"customfield_13303","Software version","True","True","True","cf[13303]|Software version","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10148","问题类别","True","True","True","cf[10148]|问题类别","option","com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons"
"customfield_10028","关闭日期","True","True","True","cf[10028]|关闭日期","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_10149","问题归属","True","True","True","cf[10149]|问题归属","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"resolutiondate","解决","False","False","True","resolutiondate|resolved","datetime",
"customfield_26100","双方负责人","True","True","True","cf[26100]|双方负责人","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"watches","关注人","False","False","False","watchers","watches",
"customfield_22000","变更相关任务","True","True","True","cf[22000]|变更相关任务","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"customfield_10140","是否不定时出现Whether a random phenomenon","True","True","True","cf[10140]|是否不定时出现Whether a random phenomenon","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10141","预防措施","True","True","True","cf[10141]|预防措施","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10020","验证版本Verify version","True","True","True","cf[10020]|验证版本Verify version","version","com.atlassian.jira.plugin.system.customfieldtypes:version"
"customfield_12200","低效缺陷报告","True","True","True","cf[12200]|低效缺陷报告","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10142","编码开发计划完成时间","True","True","True","cf[10142]|编码开发计划完成时间","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_10021","重打开原因Causes of Reopen","True","True","True","cf[10021]|重打开原因Causes of Reopen","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10022","重打开理由","True","True","True","cf[10022]|重打开理由","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_12202","DI统计","True","True","True","cf[12202]|DI统计","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10144","记录人","True","True","True","cf[10144]|记录人","array","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker"
"customfield_10024","关闭方式Merhods of varifying","True","True","True","cf[10024]|关闭方式Merhods of varifying","option","com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons"
"customfield_10145","记录内容","True","True","True","cf[10145]|记录内容","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10146","原因类别","True","True","True","cf[10146]|原因类别","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10025","挂起原因Causes of Pending","True","True","True","cf[10025]|挂起原因Causes of Pending","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_16800","第一审核人","True","True","True","cf[16800]|第一审核人","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"customfield_14500","第三方责任人","True","True","True","cf[14500]|第三方责任人","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"customfield_10147","措施类别(ME)","True","True","True","cf[10147]|措施类别(ME)","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_12203","问题影响","True","True","True","cf[12203]|问题影响","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10026","风险评估Risk assessment","True","True","True","cf[10026]|风险评估Risk assessment","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10016","原因类别(SE)","True","True","True","cf[10016]|原因类别(SE)","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10137","问题级别Serious Degree","True","True","True","cf[10137]|问题级别Serious Degree","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10138","客户联系人Contacts","True","True","True","cf[10138]|客户联系人Contacts","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_11106","机型系列或机型","True","True","True","cf[11106]|机型系列或机型","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10017","解决措施Solutions","True","True","True","cf[10017]|解决措施Solutions","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10018","措施分类Solutions Classification","True","True","True","cf[10018]|措施分类Solutions Classification","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10019","缺陷发生原因","True","True","True","cf[10019]|缺陷发生原因","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_27200","评审JIRAID","True","True","True","cf[27200]|评审JIRAID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"updated","更新","False","False","True","updated|updatedDate","datetime",
"customfield_23200","关闭流水线记录ID","True","True","True","cf[23200]|关闭流水线记录ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"timeoriginalestimate","原预估时间","False","False","False","originalEstimate|timeoriginalestimate","number",
"description","描述","False","True","True","description","string",
"customfield_10130","任务开始时间","True","True","True","cf[10130]|任务开始时间","datetime","com.atlassian.jira.plugin.system.customfieldtypes:datetime"
"customfield_10131","【是否下发升级软件】","True","True","True","cf[10131]|【是否下发升级软件】","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10010","实验项目","True","True","True","cf[10010]|实验项目","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_10132","【是否整合软件】","True","True","True","cf[10132]|【是否整合软件】","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10011","发现日期","True","True","True","cf[10011]|发现日期","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_10133","【细分类别】Detailed Classification","True","True","True","cf[10133]|【细分类别】Detailed Classification","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_15701","上传代码前是否编译通过","True","True","True","cf[15701]|上传代码前是否编译通过","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10012","测试主体","True","True","True","cf[10012]|测试主体","option","com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons"
"customfield_13400","【推荐优先级（海视云）】","True","True","True","cf[13400]|【推荐优先级（海视云）】","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_10134","【解决方法】","True","True","True","cf[10134]|【解决方法】","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10013","运营商用例级别","True","True","True","cf[10013]|运营商用例级别","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10135","【问题产生日期】Issue Occuring Date","True","True","True","cf[10135]|【问题产生日期】Issue Occuring Date","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_10014","测试类别Test category","True","True","True","cf[10014]|测试类别Test category","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_15700","LOG URL","True","True","True","cf[15700]|LOG URL","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_10015","原因分析结果RCA result","True","True","True","cf[10015]|原因分析结果RCA result","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10136","超期","True","True","True","cf[10136]|超期","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10126","【原因分析】","True","True","True","cf[10126]|【原因分析】","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10005","发生概率Probability","True","True","True","cf[10005]|发生概率Probability","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10006","测试用例标识Test case ID","True","True","True","cf[10006]|测试用例标识Test case ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_10007","测试地点Test Location","True","True","True","cf[10007]|测试地点Test Location","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_10129","任务结束时间","True","True","True","cf[10129]|任务结束时间","datetime","com.atlassian.jira.plugin.system.customfieldtypes:datetime"
"customfield_10008","测试执行者Tester","True","True","True","cf[10008]|测试执行者Tester","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_10009","开发阶段","True","True","True","cf[10009]|开发阶段","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_26000","独立应用软件版本发布评审报告SVN地址","True","True","True","cf[26000]|独立应用软件版本发布评审报告SVN地址","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"summary","主题","False","True","True","summary","string",
"customfield_22100","Git","True","True","True","cf[22100]|Git","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_10120","问题类型判断","True","True","True","cf[10120]|问题类型判断","array","com.atlassian.jira.plugin.system.customfieldtypes:multiselect"
"customfield_10121","问题重现步骤","True","True","True","cf[10121]|问题重现步骤","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_16901","静态代码问题类别","True","True","True","cf[16901]|静态代码问题类别","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10122","项目阶段","True","True","True","cf[10122]|项目阶段","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10002","产品型号Product Model","True","True","True","cf[10002]|产品型号Product Model","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_12300","是否需进入共性问题库","True","True","True","cf[12300]|是否需进入共性问题库","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10123","软件主设计","True","True","True","cf[10123]|软件主设计","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"customfield_10003","业务场景Scenario","True","True","True","cf[10003]|业务场景Scenario","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10124","进度状态","True","True","True","cf[10124]|进度状态","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10125","【升级软件存放路径】","True","True","True","cf[10125]|【升级软件存放路径】","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_14600","对策","True","True","True","cf[14600]|对策","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10004","影响程度Impact","True","True","True","cf[10004]|影响程度Impact","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_10115","软件设计人员","True","True","True","cf[10115]|软件设计人员","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_11205","责任人","True","True","True","cf[11205]|责任人","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_10116","重复问题链接地址","True","True","True","cf[10116]|重复问题链接地址","string","com.atlassian.jira.plugin.system.customfieldtypes:url"
"customfield_15802","Patch ID","True","True","True","cf[15802]|Patch ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_11206","国家/地区Nation\Region","True","True","True","cf[11206]|国家/地区Nation\Region","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_11207","【后续改善措施】","True","True","True","cf[11207]|【后续改善措施】","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10118","问题出现日期","True","True","True","cf[10118]|问题出现日期","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_11208","【解决方案】","True","True","True","cf[11208]|【解决方案】","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_10119","问题报告部门","True","True","True","cf[10119]|问题报告部门","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_27100","问题引入Patch ID","True","True","True","cf[27100]|问题引入Patch ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"comment","备注","False","True","True","comment","comments-page",
"customfield_15000","评估结论","True","True","True","cf[15000]|评估结论","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_17300","责任部门","True","True","True","cf[17300]|责任部门","array","com.atlassian.jira.plugin.system.customfieldtypes:multiselect"
"fixVersions","修复版本","False","True","True","fixVersion","array",
"customfield_10900","产品机型","True","True","True","cf[10900]|产品机型","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_24400","KANO分类","True","True","True","cf[24400]|KANO分类","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_20700","是否按照审批矩阵创建审批任务","True","True","True","cf[20700]|是否按照审批矩阵创建审批任务","option","com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons"
"customfield_24401","需求可行性评估","True","True","True","cf[24401]|需求可行性评估","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_24402","场景调研情况","True","True","True","cf[24402]|场景调研情况","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_26701","变更次数","True","True","True","cf[26701]|变更次数","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"customfield_24403","实际完成时间","True","True","True","cf[24403]|实际完成时间","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_16200","Epic Link","True","True","True","cf[16200]|Epic Link","any","com.pyxis.greenhopper.jira:gh-epic-link"
"customfield_16204","Sprint","True","True","True","cf[16204]|Sprint","array","com.pyxis.greenhopper.jira:gh-sprint"
"customfield_16203","Epic Colour","True","True","True","cf[16203]|Epic Colour","string","com.pyxis.greenhopper.jira:gh-epic-color"
"customfield_16202","Epic Name","True","True","True","cf[16202]|Epic Name","string","com.pyxis.greenhopper.jira:gh-epic-label"
"customfield_16201","Epic Status","True","True","True","cf[16201]|Epic Status","option","com.pyxis.greenhopper.jira:gh-epic-status"
"priority","优先级","False","True","True","priority","priority",
"customfield_16208","Story Points","True","True","True","cf[16208]|Story Points","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"customfield_18500","周报","True","True","True","cf[18500]|周报","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_16207","Epic/Theme","True","True","True","cf[16207]|Epic/Theme","array","com.atlassian.jira.plugin.system.customfieldtypes:labels"
"customfield_16206","Flagged","True","True","True","cf[16206]|Flagged","array","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes"
"customfield_16205","Rank","True","True","True","cf[16205]|Rank","any","com.pyxis.greenhopper.jira:gh-lexo-rank"
"versions","影响版本","False","True","True","affectedVersion","array",
"customfield_21900","论证类型","True","True","True","cf[21900]|论证类型","option","com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons"
"customfield_27800","放行结论","True","True","True","cf[27800]|放行结论","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_25500","论证需求来源+类型","True","True","True","cf[25500]|论证需求来源+类型","option-with-child","com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect"
"issuekey","标识","False","False","False","id|issue|issuekey|key",,
"customfield_15100","评估人员","True","True","True","cf[15100]|评估人员","array","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker"
"customfield_15101","评审人员","True","True","True","cf[15101]|评审人员","array","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker"
"customfield_17400","软件开发阶段","True","True","True","cf[17400]|软件开发阶段","option-with-child","com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect"
"customfield_19700","系统设计计划完成时间","True","True","True","cf[19700]|系统设计计划完成时间","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_19701","模块设计计划完成时间","True","True","True","cf[19701]|模块设计计划完成时间","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_20800","月份","True","True","True","cf[20800]|月份","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_24300","流水线ID","True","True","True","cf[24300]|流水线ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_26600","系统集成计划完成时间","True","True","True","cf[26600]|系统集成计划完成时间","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_14241","需求编号","True","True","True","cf[14241]|需求编号","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_14242","审核人","True","True","True","cf[14242]|审核人","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"customfield_14000","是否NPS问题","True","True","True","cf[14000]|是否NPS问题","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_14240","评审完成日期","True","True","True","cf[14240]|评审完成日期","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"aggregateprogress","Σ 进度","False","False","False","","progress",
"customfield_16300","需求自测记录","True","True","True","cf[16300]|需求自测记录","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_18600","评审时长(小时)","True","True","True","cf[18600]|评审时长(小时)","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"customfield_27701","产品经理意见","True","True","True","cf[27701]|产品经理意见","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_25401","恢复方式","True","True","True","cf[25401]|恢复方式","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_27700","问题现象","True","True","True","cf[27700]|问题现象","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_14230","初步分析","True","True","True","cf[14230]|初步分析","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14231","成本影响分析","True","True","True","cf[14231]|成本影响分析","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"customfield_14234","工艺影响分析","True","True","True","cf[14234]|工艺影响分析","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14235","人力投入及研发费用分析","True","True","True","cf[14235]|人力投入及研发费用分析","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_15200","CR影响度","True","True","True","cf[15200]|CR影响度","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"customfield_17500","【机型序列名称】TV Serial Model","True","True","True","cf[17500]|【机型序列名称】TV Serial Model","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_14232","进度影响分析","True","True","True","cf[14232]|进度影响分析","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_15201","CR评估结论","True","True","True","cf[15201]|CR评估结论","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_14233","质量影响分析","True","True","True","cf[14233]|质量影响分析","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14238","评审类别","True","True","True","cf[14238]|评审类别","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_14239","工作产品规模","True","True","True","cf[14239]|工作产品规模","number","com.atlassian.jira.plugin.system.customfieldtypes:float"
"customfield_14236","变更关闭方式","True","True","True","cf[14236]|变更关闭方式","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_19800","审核通过时间","True","True","True","cf[19800]|审核通过时间","datetime","com.atlassian.jira.plugin.system.customfieldtypes:datetime"
"customfield_14237","存在的问题","True","True","True","cf[14237]|存在的问题","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14229","技术可行性分析","True","True","True","cf[14229]|技术可行性分析","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_24200","功能自测报告","True","True","True","cf[24200]|功能自测报告","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_26500","系统测试用例地址","True","True","True","cf[26500]|系统测试用例地址","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_20900","申诉状态","True","True","True","cf[20900]|申诉状态","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_26502","独立应用软件测试报告","True","True","True","cf[26502]|独立应用软件测试报告","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_26501","系统测试用例评审报告地址","True","True","True","cf[26501]|系统测试用例评审报告地址","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_26504","变更说明","True","True","True","cf[26504]|变更说明","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_26503","转系统测试到期日","True","True","True","cf[26503]|转系统测试到期日","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"thumbnail","图像","False","False","False","",,
"customfield_14220","风险关闭原因","True","True","True","cf[14220]|风险关闭原因","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"created","创建","False","False","True","created|createdDate","datetime",
"customfield_14223","变更影响清单","True","True","True","cf[14223]|变更影响清单","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_19912","在研机型","True","True","True","cf[19912]|在研机型","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_19913","Notice任务问题号","True","True","True","cf[19913]|Notice任务问题号","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14224","挖掘真实用户动机","True","True","True","cf[14224]|挖掘真实用户动机","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14100","External ID","True","True","True","cf[14100]|External ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_14221","市场影响分析","True","True","True","cf[14221]|市场影响分析","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_16400","是否严重问题","True","True","True","cf[16400]|是否严重问题","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_14222","用户体验影响分析","True","True","True","cf[14222]|用户体验影响分析","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14227","评估日期","True","True","True","cf[14227]|评估日期","date","com.atlassian.jira.plugin.system.customfieldtypes:datepicker"
"customfield_14228","批准人","True","True","True","cf[14228]|批准人","user","com.atlassian.jira.plugin.system.customfieldtypes:userpicker"
"customfield_19910","分支信息","True","True","True","cf[19910]|分支信息","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_18700","变更发生背景","True","True","True","cf[18700]|变更发生背景","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_14225","评审报告及SVN地址","True","True","True","cf[14225]|评审报告及SVN地址","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14226","PLM ID或JIRA ID","True","True","True","cf[14226]|PLM ID或JIRA ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_19911","已批量机型","True","True","True","cf[19911]|已批量机型","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_19909","原问题JIRA ID","True","True","True","cf[19909]|原问题JIRA ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_14218","风险响应措施","True","True","True","cf[14218]|风险响应措施","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14219","风险规避措施","True","True","True","cf[14219]|风险规避措施","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_19905","市场(应用)","True","True","True","cf[19905]|市场(应用)","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_19906","系统版本","True","True","True","cf[19906]|系统版本","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_19907","系统版本(应用)","True","True","True","cf[19907]|系统版本(应用)","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_19908","说明","True","True","True","cf[19908]|说明","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_25300","最新进展-单行","True","True","True","cf[25300]|最新进展-单行","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_27600","需求来源","True","True","True","cf[27600]|需求来源","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_19901","方案(应用)","True","True","True","cf[19901]|方案(应用)","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_17601","是否已执行","True","True","True","cf[17601]|是否已执行","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_14212","编码任务ID","True","True","True","cf[14212]|编码任务ID","string","com.atlassian.jira.plugin.system.customfieldtypes:textfield"
"customfield_19902","分支","True","True","True","cf[19902]|分支","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_17600","问题澄清","True","True","True","cf[17600]|问题澄清","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
"customfield_14213","风险类别","True","True","True","cf[14213]|风险类别","option","com.atlassian.jira.plugin.system.customfieldtypes:select"
"customfield_19903","分支(应用Notice)","True","True","True","cf[19903]|分支(应用Notice)","string","com.atlassian.jira.plugin.system.customfieldtypes:textarea"
